titulo,preco_antigo,preco_novo,desconto,link
Máquina Solda Inversora Mma The Black Tools Preto 50/60hz Voltagem 220v,446,"R$255,55",42% OFF no Pix,https://www.mercadolivre.com.br/maquina-solda-inversora-mma-the-black-tools-preto-5060hz-voltagem-220v/p/MLB21362130?pdp_filters=item_id%3AMLB3342376179#polycard_client=offers&wid=MLB3342376179&sid=offers&deal_print_id=ce2c5ac2-5220-4a1f-80a4-558760eee75d&tracking_id=bf0c604e-3534-4f68-b982-3b29abe7c579
Máquina De Lavar Consul Cwb09bb 9kg Branca Com Dosagem Econômica E Ciclo Edredom 110v,1.799,R$1.499,16% OFF,https://www.mercadolivre.com.br/maquina-de-lavar-consul-cwb09bb-9kg-branca-com-dosagem-econmica-e-ciclo-edredom-110v/p/MLB19690291?pdp_filters=item_id%3AMLB2879532929#polycard_client=offers&wid=MLB2879532929&sid=offers&deal_print_id=ce2c5ac2-5220-4a1f-80a4-558760eee75d&tracking_id=bf0c604e-3534-4f68-b982-3b29abe7c579
Smart Tv Samsung 55 Crystal Uhd 4k 55du8000 2024,5.846,R$2.659,54% OFF no Pix ou Saldo no Mercado Pago,https://www.mercadolivre.com.br/smart-tv-samsung-55-crystal-uhd-4k-55du8000-2024/p/MLB35479919?pdp_filters=item_id%3AMLB4605187288#polycard_client=offers&wid=MLB4605187288&sid=offers&deal_print_id=ce2c5ac2-5220-4a1f-80a4-558760eee75d&tracking_id=bf0c604e-3534-4f68-b982-3b29abe7c579
Kit 3 Calças Jeans Masculina Modelo Slim Envio Imediato,188,"R$150,01",20% OFF no Pix,https://produto.mercadolivre.com.br/MLB-1914451249-kit-3-calcas-jeans-masculina-modelo-slim-envio-imediato-_JM#polycard_client=offers&deal_print_id=ce2c5ac2-5220-4a1f-80a4-558760eee75d&tracking_id=bf0c604e-3534-4f68-b982-3b29abe7c579
Micro Ondas 20 Litros 10 Níveis De Potência Cma20bb Consul Cor Branco 110v,599,R$499,16% OFF,https://www.mercadolivre.com.br/micro-ondas-20-litros-10-niveis-de-potncia-cma20bb-consul-cor-branco-110v/p/MLB6156495?pdp_filters=item_id%3AMLB1863114113#polycard_client=offers&wid=MLB1863114113&sid=offers&deal_print_id=ce2c5ac2-5220-4a1f-80a4-558760eee75d&tracking_id=bf0c604e-3534-4f68-b982-3b29abe7c579
Moto G24 Dual Sim 256 Gb Rosa 4 Gb Ram,997,"R$734,80",26% OFF no Pix,https://www.mercadolivre.com.br/moto-g24-dual-sim-256-gb-rosa-4-gb-ram/p/MLB38806578?pdp_filters=item_id%3AMLB4019342449#polycard_client=offers&wid=MLB4019342449&sid=offers&deal_print_id=ce2c5ac2-5220-4a1f-80a4-558760eee75d&tracking_id=bf0c604e-3534-4f68-b982-3b29abe7c579
Kit 12 Cuecas Masculinas Boxer Polo Wear,179,"R$129,10",28% OFF no Pix,https://produto.mercadolivre.com.br/MLB-1812088724-kit-12-cuecas-masculinas-boxer-polo-wear-_JM#polycard_client=offers&deal_print_id=ce2c5ac2-5220-4a1f-80a4-558760eee75d&tracking_id=bf0c604e-3534-4f68-b982-3b29abe7c579
Máquina De Costura Reta Singer Facilita Pro 4423 Portátil - Cinza 220v,1.819,R$1.819,,https://www.mercadolivre.com.br/maquina-de-costura-reta-singer-facilita-pro-4423-portatil-cinza-220v/p/MLB15141564?pdp_filters=item_id%3AMLB3987348791#polycard_client=offers&wid=MLB3987348791&sid=offers&deal_print_id=ce2c5ac2-5220-4a1f-80a4-558760eee75d&tracking_id=bf0c604e-3534-4f68-b982-3b29abe7c579
Impressora Multifuncional Cor Epson Ecotank L3250 127/220v,1.499,R$1.349,10% OFF no Pix,https://www.mercadolivre.com.br/impressora-multifuncional-cor-epson-ecotank-l3250-127220v/p/MLB34229008?pdp_filters=item_id%3AMLB5210982098#polycard_client=offers&wid=MLB5210982098&sid=offers&deal_print_id=ce2c5ac2-5220-4a1f-80a4-558760eee75d&tracking_id=bf0c604e-3534-4f68-b982-3b29abe7c579
Smart Tv LG Uhd 4k Ut80 65 Polegadas 65ut8000,3.765,R$2.999,20% OFF,https://www.mercadolivre.com.br/smart-tv-lg-uhd-4k-ut80-65-polegadas-65ut8000/p/MLB45987887?pdp_filters=item_id%3AMLB5348226720#polycard_client=offers&wid=MLB5348226720&sid=offers&deal_print_id=ce2c5ac2-5220-4a1f-80a4-558760eee75d&tracking_id=bf0c604e-3534-4f68-b982-3b29abe7c579
Micro-ondas 32 Litros Consul Cms46ab Branco 110v,749,R$599,20% OFF,https://www.mercadolivre.com.br/micro-ondas-32-litros-consul-cms46ab-branco-110v/p/MLB21361423?pdp_filters=item_id%3AMLB3701755514#polycard_client=offers&wid=MLB3701755514&sid=offers&deal_print_id=ce2c5ac2-5220-4a1f-80a4-558760eee75d&tracking_id=bf0c604e-3534-4f68-b982-3b29abe7c579
Samsung Galaxy A35 5g Dual Sim 256 Gb Azul-claro 8 Gb Ram,2.499,R$2.499,,https://www.mercadolivre.com.br/samsung-galaxy-a35-5g-dual-sim-256-gb-azul-claro-8-gb-ram/p/MLB34731716?pdp_filters=item_id%3AMLB3777306567#polycard_client=offers&wid=MLB3777306567&sid=offers&deal_print_id=ce2c5ac2-5220-4a1f-80a4-558760eee75d&tracking_id=bf0c604e-3534-4f68-b982-3b29abe7c579
"Umidificador Ultrassônico De Ar Portátil 2,2 Litros Bivolt 110/220v Serenno Veronna",227,R$138,39% OFF,https://www.mercadolivre.com.br/umidificador-ultrassnico-de-ar-portatil-22-litros-bivolt-110220v-serenno-veronna/p/MLB46017614?pdp_filters=item_id%3AMLB4046942823#polycard_client=offers&wid=MLB4046942823&sid=offers&deal_print_id=ce2c5ac2-5220-4a1f-80a4-558760eee75d&tracking_id=bf0c604e-3534-4f68-b982-3b29abe7c579
"Fritadeira Sem Óleo 4,2l Cadence Delicook Fryer Frt420 127v",330,"R$215,91",34% OFF no Pix ou Saldo no Mercado Pago,https://www.mercadolivre.com.br/fritadeira-sem-oleo-42l-cadence-delicook-fryer-frt420-127v/p/MLB43353591?pdp_filters=item_id%3AMLB5322552404#polycard_client=offers&wid=MLB5322552404&sid=offers&deal_print_id=ce2c5ac2-5220-4a1f-80a4-558760eee75d&tracking_id=bf0c604e-3534-4f68-b982-3b29abe7c579
,,,,
Parafusadeira Furadeira Sem Fio 48v 2 Baterias 340w 1550 Rpm,194,"R$164,78",15% OFF no Pix ou Saldo no Mercado Pago,https://produto.mercadolivre.com.br/MLB-5293077722-parafusadeira-furadeira-sem-fio-48v-2-baterias-340w-1550-rpm-_JM#polycard_client=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
"Cadeira De Escritório Presidente Ergonômica Com 42 Molas Ensacadas, Sistema Relax Com Trava, Pillow Top, Monique Big Preta",1.225,R$1.225,,https://www.mercadolivre.com.br/cadeira-de-escritorio-presidente-ergonmica-com-42-molas-ensacadas-sistema-relax-com-trava-pillow-top-monique-big-preta/p/MLB18215523?pdp_filters=item_id%3AMLB2865238614#polycard_client=offers&wid=MLB2865238614&sid=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
Fogão Cooktop A Gás Dako Fogão Cooktop Embutir Preto Bivolt 5 Queimadores,855,R$855,,https://www.mercadolivre.com.br/fogo-cooktop-a-gas-dako-fogo-cooktop-embutir-preto-bivolt-5-queimadores/p/MLB23202980?pdp_filters=item_id%3AMLB3483387037#polycard_client=offers&wid=MLB3483387037&sid=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
Samsung Galaxy A35 5g Dual Sim 256gb Azul Escuro 8 Gb Ram,2.398,R$2.158,10% OFF no Pix,https://www.mercadolivre.com.br/samsung-galaxy-a35-5g-dual-sim-256gb-azul-escuro-8-gb-ram/p/MLB34729843?pdp_filters=item_id%3AMLB3767334695#polycard_client=offers&wid=MLB3767334695&sid=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
Smart Tv Aiwa 50 Android 4k Borda Ultrafina Hdr10 Dolby Áudio Aws-tv-50-bl-02-a,2.264,R$1.799,20% OFF,https://www.mercadolivre.com.br/smart-tv-aiwa-50-android-4k-borda-ultrafina-hdr10-dolby-audio-aws-tv-50-bl-02-a/p/MLB20921202?pdp_filters=item_id%3AMLB4199303564#polycard_client=offers&wid=MLB4199303564&sid=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
"Fritadeira Elétrica Air Fryer Elgin Start Fry 3,5l 220v Cor Preto",292,"R$199,90",31% OFF no Pix,https://www.mercadolivre.com.br/fritadeira-eletrica-air-fryer-elgin-start-fry-35l-220v-cor-preto/p/MLB28699593?pdp_filters=item_id%3AMLB4279395110#polycard_client=offers&wid=MLB4279395110&sid=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
Smart Tv Samsung Un50du7700gxzd 50  4k Crystal,3.570,R$2.199,38% OFF no Pix,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=pLlfoFp8%2FPE5XcodrI6Gcub4%2FjncBNGZV8gzuk%2BuU80q7E%2BpiD1hJyqKNrvB3iZxSHDMFFoSV31b5mb75af%2Fxu9FMpDl%2Fs2rLJznjOWlb%2FA7bGKwUbV24qKqlnIAwHIhh3SVf8cSJMY0AfOKEn1q9j0seRFxEj4rjIfmimBAUAPCaPd5teVGM4GZTrqna6qD0cvyngOHaA6pssZzcKZsK6qs9OwbxF7Rx5q5m%2BURkCu3BJBnLi%2BO%2FCK5w6cGn7UIHin1uNkMMIDDwK8mZdgmLyHEUjjkwIswEq91SEv7%2B2cBPYXFYd8TUA3vUgQeMGigGyfEm3FXTJp6610M%2FADFtXseAV1lU5ZHeFVYU%2F0Io5Hb%2FBwZTOClI0Z9rBC98CqdIXCZie1tJ%2FhSwF4mIv1d64SWJhQo2GrJy%2FOALk96VU0xZySyS0samxMfBv9csi8%2FkAqPqLXLLP1Z84xpkSGJ13VmUI6Szvd8%2FzNP0deJRtab2qsqGewuaRm9gzsJXE2cN5VxBcIdoGp%2BUI6zEr2n5OzSYz723o25hH2zZA%3D%3D&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Fsmart-tv-samsung-un50du7700gxzd-50-4k-crystal%2Fp%2FMLB35479788%23wid%3DMLB5085254404%26sid%3Doffers%26searchVariation%3DMLB35479788%26position%3D7%26search_layout%3Dgrid%26deal_print_id%3D9554e0d5-425d-4ec0-913a-c1e318f775d2%26tracking_id%3De8b80019-8603-4fee-90b7-08031962592e&lm=1640838036#polycard_client=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e&wid=MLB5085254404&sid=offers
Fritadeira De Ar Petit Fry Elétrica 3.7l Preta Elgin Cor Preto 127v,299,"R$189,90",36% OFF,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=SytFbFjOr23q6n2MJeApdruCDMpyJ9KOUqDbFq6DIyAkiEio8E6Ch%2BM76bBbilvMS4twWNX3TxUReppN9j%2FuqJAvuISNHfryear1ibSrl50hx351qd3HrRWsTKU57lrP0UU7H8khuphrGtsBuN2Rfy1OaEt4wA%2FRyQcypTBBQ7ycSYnHyl%2FwS3p3VEhwtwr5Sw5eYzQPILKhJYl3n0pbSd6qu9jwEkRcnsr9fOlIrl9d4fv2wnxRCMODo9LFL1dPmnWzMVBaiN2KlxiFIwO%2BBDHvG5gxOa67sxesL1UyJ53lPMlQWjeQ6KU7M6dk1IZ7v8opgMicrgxYiYjHrtemFvaPenzMnhwsZEYyFvuvMwr8n8fvikU6ztStc3cQ4KciIP8ChtFGecfNICoS5vyBHQFoeF0wQD6kLNCKt4p8wFg0o2N2jE3EYD2Su6xBs5n3PP%2BEs%2BtuzwosEg2kbASS%2BNmnANMIz%2B74BSHfa9Smml8mowwTHbgPGTfAmFzdB7UqGnlInKW7pNru2ou8kNzM4gicqqHpD5wELz%2Fj&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Ffritadeira-de-ar-petit-fry-eletrica-37l-preta-elgin-cor-preto-127v%2Fp%2FMLB46644544%23wid%3DMLB4011603369%26sid%3Doffers%26searchVariation%3DMLB46644544%26position%3D8%26search_layout%3Dgrid%26deal_print_id%3D9554e0d5-425d-4ec0-913a-c1e318f775d2%26tracking_id%3De8b80019-8603-4fee-90b7-08031962592e&lm=130692261#polycard_client=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e&wid=MLB4011603369&sid=offers
Smartphone Motorola Moto G24 - 128gb 8gb (4gb Ram+4gb Ram Boost) Ai Camera 50mp Night Vision - Rosa,899,R$729,18% OFF,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=7bMRIyjme%2B2JoDKGVqHNuD21v6PgW3X9recI%2Fsl%2FjU1nX5Rnx4S5YvOjcuk6kSzePe0Sj1jxK%2F9vV3HdvwQGsg189ER1itez0vcFu6CD7G6iQb%2F8dKh0JbozGiqtAPQqtmphjuV6PVjZQ6WwebVJ93rkZb%2FincJPwIH4mWgWeZvPUZTXMmebV6Z8%2BDTyUSKLMzZq%2FcmByrdNS9PPi3MII1LbyZtu%2Fsj5AtwvxvmgLrlV6NrieUzIeXLuTPPKHaFXOfmzd4M7WMgWj%2FaFZDSKsdtA%2BVM%2BsN8JVvrK99y8AknzAApYmgAtfhYFvoSKdrS7u8EqRUXM5eDfU7IuAdrCBMy7R66c6RmMRr1wnpf2CazXjOUcy6ocd9%2Btv4qpdRVbIPvbtpEpsxXzPYdzgi7qhmdNtAl2Y03YzZlbpE6YLz9oPWCdEtG1b4E12Js0jDNt5U%2BMGIMJBL1hf%2BmN9Zm57HSMZjS9CBcvlTL1UQxNTQY4nRVxClFae43Sw9cn%2Bap%2B97D6eiqd%2FqMCtRvjBTHHmK642UJ3cRjB2xI%3D&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Fsmartphone-motorola-moto-g24-128gb-8gb-4gb-ram4gb-ram-boost-ai-camera-50mp-night-vision-rosa%2Fp%2FMLB34079280%23wid%3DMLB5371350752%26sid%3Doffers%26searchVariation%3DMLB34079280%26position%3D9%26search_layout%3Dgrid%26deal_print_id%3D9554e0d5-425d-4ec0-913a-c1e318f775d2%26tracking_id%3De8b80019-8603-4fee-90b7-08031962592e&lm=1091867711#polycard_client=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e&wid=MLB5371350752&sid=offers
Impressora Multifuncional Cor Epson Ecotank L3250 127/220v,1.221,R$1.099,10% OFF,https://www.mercadolivre.com.br/impressora-multifuncional-cor-epson-ecotank-l3250-127220v/p/MLB26986602?pdp_filters=item_id%3AMLB5373679894#polycard_client=offers&wid=MLB5373679894&sid=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
"Fio Elétrico Cabo Flexível 2,5mm Rolo 100 Metros. C/inmetro",78,"R$67,86",13% OFF,https://produto.mercadolivre.com.br/MLB-3802938410-fio-eletrico-cabo-flexivel-25mm-rolo-100-metros-cinmetro-_JM#polycard_client=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
Tênis Branco Feminino Vili Para Caminhada Academia Treino,103,"R$78,57",24% OFF,https://produto.mercadolivre.com.br/MLB-3232415465-tnis-branco-feminino-vili-para-caminhada-academia-treino-_JM#polycard_client=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
Samsung Galaxy A55 5g Dual Sim 128 Gb Azul-escuro 8 Gb Ram,2.167,R$2.059,5% OFF,https://www.mercadolivre.com.br/samsung-galaxy-a55-5g-dual-sim-128-gb-azul-escuro-8-gb-ram/p/MLB41671313?pdp_filters=item_id%3AMLB5224857846#polycard_client=offers&wid=MLB5224857846&sid=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
Micro-ondas Brastemp 20 Litros Em Inox Espelhado - Bms20ar 127v,699,R$599,14% OFF,https://www.mercadolivre.com.br/micro-ondas-brastemp-20-litros-em-inox-espelhado-bms20ar-127v/p/MLB14671958?pdp_filters=item_id%3AMLB1863114142#polycard_client=offers&wid=MLB1863114142&sid=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
Smart Tv LG Led 50 50ut801c0sa 4k Ultra Hd Thinq Ai Webos 24 100v/240v,3.149,R$2.097,33% OFF no Pix,https://www.mercadolivre.com.br/smart-tv-lg-led-50-50ut801c0sa-4k-ultra-hd-thinq-ai-webos-24-100v240v/p/MLB45672004?pdp_filters=item_id%3AMLB3964795693#polycard_client=offers&wid=MLB3964795693&sid=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
Samsung Galaxy A55 5g Dual Sim 256 Gb Azul Escuro 8 Gb Ram,3.199,R$2.299,28% OFF,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=luvMrKhxceeB7bwj4sGzKR4X%2B5gaJdfIIQqBQkC10D%2Bs2VrkXDY4fhWdLhpKyjfivPxTx2pZ0rgPiXj%2BgL00%2F8%2FxCuCCYp09%2FePyKgmE%2F5ESGsRo9WrxSKMIbG%2Fxhuj1KjZshMBedJlLQ6tR7boQj3KHJY5iGnDqQ8aZPywYznMoIWtXrryasegGljqN71kdR2AEFjVXT%2BMJo7y1yMtHwn2gz%2FMPg%2FY10KAn%2B7ZWDMeLmUKH6z1cXqssvJc5R%2Fxtv0%2FxlgxFeM7B86A23DgUgRRZGd8eDJil0pz%2BRW%2B9Con7oP63TIqpJCopEBxahBgRYJU9EnbgzRixFCcQunBea3pH7rIYQMPCRbJgXtRtPy3w0JqL%2FaagaIthlJxY362Q4bBZgwN%2B%2FM7iQ1nilrKMYwcSytP%2Bd4V66rOgbpVQWSG3BPdKJCgl97GeJwNeQ8%2BCzTdTIlNE2UStkhe%2BD4N3UXSum4BvG6kYXE98tOvdbVLcanskqXU0TH4ucHXWOnla1oTvtL8cnUaT2UoyqNR8%2By6apSitaubEiay8JeY2&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Fsamsung-galaxy-a55-5g-dual-sim-256-gb-azul-escuro-8-gb-ram%2Fp%2FMLB34731718%23wid%3DMLB5336918534%26sid%3Doffers%26searchVariation%3DMLB34731718%26position%3D16%26search_layout%3Dgrid%26deal_print_id%3D9554e0d5-425d-4ec0-913a-c1e318f775d2%26tracking_id%3De8b80019-8603-4fee-90b7-08031962592e&lm=1166190109#polycard_client=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e&wid=MLB5336918534&sid=offers
Fritadeira Easy Oven Fry 3 Em 1 Elgin 12 L 220v - Airfryer,499,R$376,24% OFF,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=uH47ItJRPadpmpjX7Nqa5oiQZamVUYg%2B30jDuBmx8kEU8R3lp1X2PQ1IrjWwT9gOVOGOxoKLjtaKj3N3pPkOAnG56TKiSeqZMOigiS8ItKb%2FbRTf9TdKMPSErBXotpMQPvEee%2FFe24TQGKhSg%2B0hnaoG62gw2E8yKklDHPNu%2B%2FCRQqVdJcBlpIrvfS%2BzfQf7oejmQ53PRlBtXcu59%2FU7Zko0DjFZxgnXsFy6HpxXBqfn7VRPks6Sv6akuv2jjRn%2BtTerg9MSLPhZ9XIeH66pTVn5mhxyUhyTDBx9Czd6%2BgAa%2FfrVfxU6hhJI063AKu%2B1ittusHorXiqMIqqgi%2BcQzD57dhPzMxYfSGUqZnZ9vWg7NpWse9K2lAgAqDmLAY1PyQWdk7UCiWuscwGZQm%2F1Tp0V25egwhCkaCbHI08s%2FN7QikS1swvwm%2B7q6fghXddFZKl%2BPiyJDqajfX0z0MGVM1sVj9ZdEHZJ9hOKMFxYVqP%2Fojv7CW3G3GuyqndZi1FlBwu8HjtgqJy0j8zxpqSkCYCXOkCLMkHXjZ0FKg%3D%3D&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Ffritadeira-easy-oven-fry-3-em-1-elgin-12-l-220v-airfryer%2Fp%2FMLB40058205%23wid%3DMLB5061596176%26sid%3Doffers%26searchVariation%3DMLB40058205%26position%3D17%26search_layout%3Dgrid%26deal_print_id%3D9554e0d5-425d-4ec0-913a-c1e318f775d2%26tracking_id%3De8b80019-8603-4fee-90b7-08031962592e&lm=1573415042#polycard_client=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e&wid=MLB5061596176&sid=offers
Creatina Monohidratada Em Pote 3000mg 100% Pura Dark Lab,69,"R$49,30",28% OFF,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=FueSx6rw%2F5kxleLKwmTX0%2Bdokvyq7KwBFwsC6oGPZxjIfJ%2FNVfBz%2BEnHEZR2kk5U6xzzdRe5A79176Q50ZC4DGHqxgYM6eohjoTcLBo9GJUf98SxPZwDajczcFJxptp8BnNBASE3INldJbffiJYH6VV43LFgMLT2a6TFyldi9XH48MAFZ8jdAV3lB0Hnu3cBj9KCCLuiFQWbO6rflTtrkup%2BBdgcyu1F0T9pTPWJlxi1qZ46T19YJtvUdGgAgzCCQxzpzNIZs9NT7bwYWWj57ilPKnP07H%2BXWYWp7ay2Cm3Tk1HApNqPIcXhc7ducvsTrI9HoLRHFctK%2FJ35m0uLI3EHndBKyE0QUhQAAbCwYfgm5VZovmYbC%2FeuoxDCqcUpLpDUxeg60PmZ9%2FmVjTyiKAYznHxhkWj%2FFYTCCzaFMPdY3wGdcIn8djs07oyEMXIuj23KHg8EUTQaJkj5tJGKwfIIaScBWsDStik69f8yEoR53NNOMAplw2%2FssUJuSw1rdNe7zdwuqiicrvlXzM4aVUMxgbajIKcWSnNt%2Fg%3D%3D&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Fcreatina-monohidratada-em-pote-3000mg-100-pura-dark-lab%2Fp%2FMLB19506691%23wid%3DMLB3817089255%26sid%3Doffers%26searchVariation%3DMLB19506691%26position%3D18%26search_layout%3Dgrid%26deal_print_id%3D9554e0d5-425d-4ec0-913a-c1e318f775d2%26tracking_id%3De8b80019-8603-4fee-90b7-08031962592e&lm=1185826978#polycard_client=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e&wid=MLB3817089255&sid=offers
Lixadeira Profissional Parede E Teto Led 750w Com Aspiração,1.075,R$679,36% OFF,https://produto.mercadolivre.com.br/MLB-3538244513-lixadeira-profissional-parede-e-teto-led-750w-com-aspiraco-_JM#polycard_client=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
Bicicleta Aro 29 Aço Carbono Ksvj Freios Disco Suspensão 21v,999,"R$799,20",20% OFF,https://produto.mercadolivre.com.br/MLB-4280749862-bicicleta-aro-29-aco-carbono-ksvj-freios-disco-suspenso-21v-_JM#polycard_client=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
Geladeira Com Freezer 334l Branco Crd37 Consul 127v,2.599,R$2.241,13% OFF no Pix ou Saldo no Mercado Pago,https://www.mercadolivre.com.br/geladeira-com-freezer-334l-branco-crd37-consul-127v/p/MLB6333700?pdp_filters=item_id%3AMLB2025368043#polycard_client=offers&wid=MLB2025368043&sid=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
"Celular Samsung Galaxy A16, 128gb + 4gb Ram, Câmera De Até 50mp, Tela 6.7 , Nfc, Ip54, Bateria 5000 Mah Cinza",1.299,"R$953,10",26% OFF no Pix,https://www.mercadolivre.com.br/celular-samsung-galaxy-a16-128gb-4gb-ram-cmera-de-ate-50mp-tela-67-nfc-ip54-bateria-5000-mah-cinza/p/MLB44113908?pdp_filters=item_id%3AMLB3989125953#polycard_client=offers&wid=MLB3989125953&sid=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
Creatina Creapure® 300g - 100% Pura E Produzida Com Matéria-prima Alemã - 3vs Nutrition,192,"R$134,90",30% OFF,https://www.mercadolivre.com.br/creatina-creapure-300g-100-pura-e-produzida-com-materia-prima-alem-3vs-nutrition/p/MLB39012258?pdp_filters=item_id%3AMLB3805264285#polycard_client=offers&wid=MLB3805264285&sid=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
Projetor Interestelar Hy300 Mini Branco Netflix Wi-fi,269,"R$218,69",19% OFF,https://produto.mercadolivre.com.br/MLB-3605152933-projetor-interestelar-hy300-mini-branco-netflix-wi-fi-_JM#polycard_client=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e&wid=MLB3605152933&sid=offers
Colormaq Máquina De Lavar Roupas Automática Lca 12kg 127 V Cor Branco,2.199,R$2.199,,https://www.mercadolivre.com.br/colormaq-maquina-de-lavar-roupas-automatica-lca-12kg-127-v-cor-branco/p/MLB15805357?pdp_filters=item_id%3AMLB4751197808#polycard_client=offers&wid=MLB4751197808&sid=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
Smart Tv Led 43  Full Hd Samsung Be43t-m,2.269,R$1.583,30% OFF no Pix,https://www.mercadolivre.com.br/smart-tv-led-43-full-hd-samsung-be43t-m/p/MLB15911487?pdp_filters=item_id%3AMLB4022594143#polycard_client=offers&wid=MLB4022594143&sid=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
Samsung Galaxy Watch7 Smartwatch 40mm Bt Galaxy Ai Caixa Verde Pulseira Verde Bisel Verde Desenho Da Pulseira Na,2.699,R$1.169,56% OFF no Pix ou Saldo no Mercado Pago,https://www.mercadolivre.com.br/samsung-galaxy-watch7-smartwatch-40mm-bt-galaxy-ai-caixa-verde-pulseira-verde-bisel-verde-desenho-da-pulseira-na/p/MLB37897245?pdp_filters=item_id%3AMLB5017448942#polycard_client=offers&wid=MLB5017448942&sid=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
Fritadeira Elétrica Air Fryer Mondial Family Af-35-bf 220v Preto,393,"R$229,90",41% OFF,https://www.mercadolivre.com.br/fritadeira-eletrica-air-fryer-mondial-family-af-35-bf-220v-preto/p/MLB24539274?pdp_filters=item_id%3AMLB5332850778#polycard_client=offers&wid=MLB5332850778&sid=offers&deal_print_id=9554e0d5-425d-4ec0-913a-c1e318f775d2&tracking_id=e8b80019-8603-4fee-90b7-08031962592e
